ISO3,Year,any_campaign,any_nonviolent,any_violent,SupDem_trim,wdi_popurb,wdi_gdpcapcon2015,v2x_polyarchy,v2xeg_eqdr,v2cagenmob,v2cademmob,v2caautmob,v2x_civlib,v2x_execorr,e_boix_regime,e_peaveduc,log_gdpcapcon2015,auto_period_id,auto_period01,auto_period_id005,auto_period005,auto_period_id01ci,auto_period01ci,ert_aut_ep,ert_aut_ep_id,edi_autocracy,Emancipative_valuesWIK2015,Emancipative_valuesWIK2015_sd
ECU,2017,1,1,0,0.21312621,63.67,6127.149467301088,0.555,0.627,0.072,-1.454,-1.14,0.847,0.417,0,NA,8.720484907287105,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,0,NA,0.44499999999999995,NA,NA
EGY,2013,1,1,1,-0.556386486,42.893,3283.740719933082,0.187,0.236,3.019,1.161,1.482,0.217,0.546,1,NA,8.096738514938073,Egypt_13,1,Egypt_13,1,Egypt_13,1,1,EGY_2013_2014,0.813,NA,NA
EGY,2014,1,1,1,-0.904458681,42.839,3301.204443484684,0.135,0.231,-0.111,-0.045,0.844,0.174,0.559,1,NA,8.102042663738672,Egypt_13,1,Egypt_13,1,Egypt_13,1,1,EGY_2013_2014,0.865,NA,NA
EST,1991,1,1,0,NA,NA,NA,0.607,0.893,0.385,0.484,-0.098,0.903,0.17,0,9.925,NA,Estonia_5,1,Estonia_5,1,Estonia_5,1,1,EST_1991_1992,0.393,0.41355837283886765,0.037479240140875676
EST,1992,0,0,0,NA,70.86,6901.8586952300575,0.451,0.893,-0.366,-1.137,-1.888,0.92,0.112,0,10.073,8.839546030430416,Estonia_5,1,Estonia_5,1,Estonia_5,1,1,EST_1991_1992,0.5489999999999999,0.41169061812377356,0.02427034236136796
FJI,1987,1,1,1,NA,39.327,3048.9124159723483,0.329,0.546,0.555,-0.901,-0.681,0.7,0.367,1,6.906,8.022540221082835,Fiji_13,1,Fiji_13,1,Fiji_13,1,1,FJI_1987_1988,0.671,NA,NA
FJI,1988,0,0,0,NA,40.085,3039.426382218954,0.221,0.546,-0.719,-0.901,-1.183,0.721,0.367,1,7,8.019424086536503,Fiji_13,1,Fiji_13,1,Fiji_13,1,1,FJI_1987_1988,0.779,NA,NA
FJI,2000,1,1,0,NA,47.908,4000.854326607428,0.346,0.546,0.751,-0.426,-0.591,0.706,0.367,1,7.811,8.29426319894857,Fiji_15,1,Fiji_15,1,Fiji_15,1,1,FJI_2000_2001,0.654,NA,NA
FJI,2001,0,0,0,NA,48.3,4038.133152866157,0.257,0.546,-0.429,-0.66,-1.191,0.757,0.367,1,7.855,8.303537773283592,Fiji_15,1,Fiji_15,1,Fiji_15,1,1,FJI_2000_2001,0.743,NA,NA
FJI,2006,0,0,0,NA,50.264,4330.827196584391,0.397,0.555,-0.383,-0.479,-0.612,0.669,0.362,1,8.073,8.373513841223156,Fiji_17,1,Fiji_17,1,Fiji_17,1,1,FJI_2006_2007,0.603,NA,NA
FJI,2007,0,0,0,NA,50.657,4257.514495471579,0.137,0.551,-1.692,-1.57,-0.989,0.57,0.35,1,8.117,8.356440817221964,Fiji_17,1,Fiji_17,1,Fiji_17,1,1,FJI_2006_2007,0.863,NA,NA
FJI,2008,0,0,0,NA,51.146,4272.306608606596,0.134,0.551,-1.692,-1.57,-0.989,0.563,0.35,1,8.161,8.35990914974214,Fiji_17,1,Fiji_17,1,Fiji_17,1,0,NA,0.866,NA,NA
FJI,2009,0,0,0,NA,51.658,4191.347242300029,0.13,0.551,-1.075,-0.998,-0.989,0.564,0.35,1,8.204,8.34077749877584,Fiji_17,1,Fiji_17,1,Fiji_17,1,0,NA,0.87,NA,NA
GHA,1981,0,0,0,NA,31.388,840.6947036227988,0.255,0.262,2.105,2.154,-1.179,0.636,0.698,1,4.418,6.73422857816042,Ghana_7,1,Ghana_7,1,Ghana_7,1,1,GHA_1981_1982,0.745,0.21129871712425474,0.05451672351609151
GHA,1982,0,0,0,NA,31.614,759.3573422683769,0.11,0.326,1.699,1.905,-1.179,0.377,0.757,1,4.466,6.632472473278644,Ghana_7,1,Ghana_7,1,Ghana_7,1,1,GHA_1981_1982,0.89,0.19896169904657615,0.045230013252350654
GHA,1983,0,0,0,NA,31.842,702.4236454762535,0.102,0.321,1.699,1.905,-1.179,0.377,0.757,1,4.514,6.5545367055872275,Ghana_7,1,Ghana_7,1,Ghana_7,1,0,NA,0.898,0.20466555527617297,0.04086096248776141
GHA,2012,0,0,0,1.060698831,52.073,1631.919370498725,0.776,0.564,1.879,1.626,-2.119,0.934,0.671,0,NA,7.397512128971905,Ghana_11,1,Ghana_11,1,Ghana_11,1,0,NA,0.22399999999999998,NA,NA
GHA,2013,0,0,0,0.823759998,52.748,1708.8280133417752,0.756,0.571,1.879,1.626,-2.119,0.932,0.711,0,NA,7.443563042206979,Ghana_11,1,Ghana_11,1,Ghana_11,1,0,NA,0.244,NA,NA
GHA,2014,0,0,0,0.552214004,53.419,1715.8239714129988,0.747,0.571,1.879,1.626,-2.119,0.926,0.711,0,NA,7.447648694024486,Ghana_11,1,Ghana_11,1,Ghana_11,1,0,NA,0.253,NA,NA
GHA,2015,0,0,0,0.543349362,54.086,1711.2713256145337,0.74,0.544,1.879,1.91,-2.119,0.923,0.704,0,NA,7.444991838534962,Ghana_11,1,Ghana_11,1,Ghana_11,1,0,NA,0.26,NA,NA
GHA,2016,0,0,0,0.378757828,54.749,1728.0970856164402,0.731,0.573,1.879,1.664,-2.119,0.93,0.704,0,NA,7.454776131591561,Ghana_11,1,Ghana_11,1,Ghana_11,1,0,NA,0.269,NA,NA
GHA,2017,0,0,0,0.213278815,55.407,1827.273927227846,0.743,0.566,1.584,1.924,-2.119,0.925,0.71,0,NA,7.510580477940437,Ghana_11,1,Ghana_11,1,Ghana_11,1,0,NA,0.257,NA,NA
GIN,2006,0,0,0,NA,32.539,653.1193780974006,0.265,0.179,1.689,1.48,0.242,0.431,0.96,1,2.932,6.48175992741837,Guinea_7,1,Guinea_7,1,Guinea_7,1,0,NA,0.735,NA,NA
GIN,2007,1,1,0,NA,32.822,681.8281758401181,0.265,0.179,2.289,1.825,0.242,0.431,0.96,1,3.036,6.524777684517445,Guinea_7,1,Guinea_7,1,Guinea_7,1,0,NA,0.735,NA,NA
GIN,2008,1,1,0,NA,33.106,693.1141053910173,0.263,0.179,1.55,1.323,0.242,0.39,0.96,1,3.14,6.541194639879773,Guinea_7,1,Guinea_7,1,Guinea_7,1,0,NA,0.737,NA,NA
GIN,2009,1,1,0,NA,33.391,668.8147425367227,0.173,0.195,2.155,1.549,0.5,0.372,0.947,1,3.243,6.505507104794174,Guinea_7,1,Guinea_7,1,Guinea_7,1,0,NA,0.827,NA,NA
GMB,1980,0,0,0,NA,28.414,677.7084107043254,0.455,0.236,-2.372,-2.432,-1.911,0.776,0.475,0,1.008,6.5187171227251195,The Gambia_3,1,The Gambia_3,0,The Gambia_3,0,0,NA,0.5449999999999999,NA,NA
GMB,1981,0,0,0,NA,29.256,677.353215409594,0.451,0.422,-1.924,-2.432,-1.911,0.75,0.561,0,1.098,6.518192873058505,The Gambia_3,1,The Gambia_3,0,The Gambia_3,0,0,NA,0.5489999999999999,NA,NA
GMB,1990,0,0,0,NA,38.312,667.6238220738131,0.473,0.389,-2.397,-2.432,-1.911,0.789,0.592,0,1.912,6.503724874305355,The Gambia_5,1,The Gambia_5,1,The Gambia_5,1,0,NA,0.527,NA,NA
GMB,1991,0,0,0,NA,39.41,661.1002094119101,0.473,0.389,-2.397,-2.432,-1.911,0.789,0.592,0,1.991,6.493905431102317,The Gambia_5,1,The Gambia_5,1,The Gambia_5,1,0,NA,0.527,NA,NA
GMB,1992,0,0,0,NA,40.52,656.9906264669046,0.467,0.389,-2.397,-2.432,-1.911,0.789,0.592,0,2.069,6.4876697512091726,The Gambia_5,1,The Gambia_5,1,The Gambia_5,1,0,GMB_1993_1995,0.5329999999999999,NA,NA
GMB,1993,0,0,0,NA,41.586,652.938359340974,0.443,0.389,-2.397,-2.432,-1.911,0.778,0.592,0,2.148,6.481482728712069,The Gambia_5,1,The Gambia_5,1,The Gambia_5,1,1,GMB_1993_1995,0.5569999999999999,NA,NA
GMB,1994,0,0,0,NA,42.472,633.5704196221155,0.207,0.475,-1.085,-2.305,-0.533,0.437,0.716,1,2.227,6.451371153207912,The Gambia_5,1,The Gambia_5,1,The Gambia_5,1,1,GMB_1993_1995,0.793,NA,NA
GMB,1995,0,0,0,NA,43.362,620.4930815963509,0.1,0.475,-2.352,-2.305,-1.383,0.332,0.756,1,2.305,6.430514454858653,The Gambia_5,1,The Gambia_5,1,The Gambia_5,1,1,GMB_1993_1995,0.9,NA,NA
GNB,2002,0,0,0,NA,37.004,595.7172948700797,0.438,0.179,-0.566,-1.765,-1.381,0.597,0.96,1,NA,6.3897662170654375,Guinea-Bissau_5,1,Guinea-Bissau_5,1,Guinea-Bissau_5,1,0,NA,0.562,NA,NA
GNB,2003,0,0,0,NA,37.387,580.4803185738239,0.376,0.214,-0.566,-0.807,-0.126,0.609,0.96,1,NA,6.363855896297592,Guinea-Bissau_5,1,Guinea-Bissau_5,1,Guinea-Bissau_5,1,0,NA,0.624,NA,NA
GNB,2010,0,0,0,NA,40.111,625.5553753761526,0.444,0.248,-0.341,-0.04,-1.518,0.635,0.847,1,NA,6.438639855766458,Guinea-Bissau_9,1,Guinea-Bissau_9,1,Guinea-Bissau_9,1,0,NA,0.556,NA,NA
GNB,2011,0,0,0,NA,40.508,658.5680953563012,0.447,0.253,-0.341,-0.04,-1.518,0.632,0.847,1,NA,6.490067925641468,Guinea-Bissau_9,1,Guinea-Bissau_9,1,Guinea-Bissau_9,1,0,GNB_2012_2013,0.5529999999999999,NA,NA
GNB,2012,0,0,0,NA,40.908,630.1725494843836,0.326,0.244,-0.341,0.266,-0.504,0.586,0.905,1,NA,6.445993669955538,Guinea-Bissau_9,1,Guinea-Bissau_9,1,Guinea-Bissau_9,1,1,GNB_2012_2013,0.6739999999999999,NA,NA
GNB,2013,0,0,0,NA,41.31,633.4306421572635,0.288,0.277,0.695,0.12,-1.722,0.698,0.839,1,NA,6.451150510195628,Guinea-Bissau_9,1,Guinea-Bissau_9,1,Guinea-Bissau_9,1,1,GNB_2012_2013,0.712,NA,NA
HND,2009,1,1,0,-0.760625434,51.225,2054.384111910409,0.441,0.152,0.3,2.953,0.891,0.653,0.796,1,5.754,7.627731379777268,Honduras_17,1,Honduras_17,1,Honduras_17,1,1,HND_2006_2010,0.5589999999999999,NA,NA
HND,2010,0,0,0,-0.625784742,51.885,2087.252270721676,0.402,0.144,0.008,0.525,-1.252,0.71,0.788,0,5.79,7.643603776974668,Honduras_17,1,Honduras_17,1,Honduras_17,1,1,HND_2006_2010,0.598,NA,NA
HRV,2014,0,0,0,0.094071423,55.923,11736.334882445362,0.828,0.862,1.068,0.222,0.082,0.933,0.129,0,NA,9.370444854048072,Croatia_7,1,Croatia_7,1,Croatia_7,1,1,HRV_2013_2017,0.17200000000000004,NA,NA
HRV,2015,0,0,0,0.099997643,56.155,12135.103618668334,0.816,0.862,1.721,0.199,0.225,0.926,0.129,0,NA,9.403857656951468,Croatia_7,1,Croatia_7,1,Croatia_7,1,1,HRV_2013_2017,0.18400000000000005,NA,NA
HRV,2016,0,0,0,0.102226945,56.403,12666.087207666184,0.764,0.855,1.06,0.199,0.07,0.9,0.177,0,NA,9.446683402230802,Croatia_7,1,Croatia_7,1,Croatia_7,1,1,HRV_2013_2017,0.236,NA,NA
HRV,2017,0,0,0,0.097194858,56.667,13250.410717187842,0.739,0.846,0.997,0.951,-0.561,0.891,0.206,0,NA,9.491783828457566,Croatia_7,1,Croatia_7,1,Croatia_7,1,1,HRV_2013_2017,0.261,NA,NA
HTI,1992,0,0,0,NA,30.8,1493.3366566717214,0.175,0.123,0.766,1.165,-0.297,0.361,0.82,1,3.109,7.308768262188258,Haiti_19,1,Haiti_19,1,Haiti_19,1,1,HTI_1992_1992,0.825,NA,NA
HTI,2001,0,0,0,NA,37.251,1305.49776637104,0.411,0.14,1.088,2.128,0.17,0.719,0.787,1,3.531,7.174339677200178,Haiti_21,1,Haiti_21,1,Haiti_21,1,1,HTI_2001_2004,0.589,NA,NA
HTI,2002,0,0,0,NA,38.935,1296.4106622457064,0.409,0.14,1.088,2.128,0.519,0.699,0.787,1,3.609,7.167354695736584,Haiti_21,1,Haiti_21,1,Haiti_21,1,1,HTI_2001_2004,0.591,NA,NA
HTI,2003,1,1,0,NA,40.645,1318.5941355234704,0.406,0.14,1.633,2.128,0.976,0.686,0.787,1,3.687,7.184321399167011,Haiti_21,1,Haiti_21,1,Haiti_21,1,1,HTI_2001_2004,0.594,NA,NA
HTI,2004,1,1,0,NA,41.679,1279.5465790413296,0.243,0.131,2.118,2.46,-0.152,0.652,0.787,1,3.764,7.15426105903362,Haiti_21,1,Haiti_21,1,Haiti_21,1,1,HTI_2001_2004,0.757,NA,NA
HTI,2005,1,1,0,NA,42.638,1297.0859792146528,0.237,0.13,1.566,2.034,-0.4,0.656,0.828,1,3.842,7.167875472955582,Haiti_21,1,Haiti_21,1,Haiti_21,1,0,NA,0.763,NA,NA
HUN,2006,0,0,0,0.153733934,66.895,11741.947676917776,0.831,0.773,1.685,-0.683,1.192,0.934,0.401,0,11.014,9.370922980552013,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.16900000000000004,0.46254441640213884,0.02216473705687164
HUN,2007,0,0,0,0.238250096,67.421,11792.771289739174,0.853,0.771,0.681,-1.389,1.836,0.946,0.411,0,11.058,9.37524202017166,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.14700000000000002,0.41432148090075704,0.0449214324626387
HUN,2008,0,0,0,0.328963358,67.943,11932.03839955354,0.853,0.766,0.979,-1.17,2.307,0.946,0.411,0,11.102,9.386982363828718,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.14700000000000002,0.44492714882122186,0.025939208986597816
HUN,2009,0,0,0,0.274499775,68.46,11162.055972274196,0.853,0.773,0.828,-1.366,2.041,0.946,0.37,0,11.146,9.3202754458739,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.14700000000000002,0.4469822764870267,0.0348771392350121
HUN,2010,0,0,0,0.323620645,68.911,11307.7161991209,0.81,0.754,1.002,-0.215,1.584,0.927,0.552,0,11.19,9.333240621144531,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.18999999999999995,0.449374679852199,0.0360042031919801
HUN,2011,0,0,0,0.366801334,69.358,11551.498928934232,0.782,0.75,0.948,-0.404,1.624,0.913,0.623,0,NA,9.354570484926485,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.21799999999999997,NA,NA
HUN,2012,0,0,0,0.414182937,69.678,11466.141909470409,0.777,0.75,1.203,-0.129,1.837,0.909,0.66,0,NA,9.347153789937213,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.22299999999999998,NA,NA
HUN,2013,0,0,0,0.477380447,69.953,11705.009252356424,0.728,0.716,1.025,-0.228,1.388,0.892,0.694,0,NA,9.367772170386589,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.272,NA,NA
HUN,2014,0,0,0,0.549291222,70.227,12233.299367171994,0.667,0.71,1.702,0.232,1.966,0.891,0.698,0,NA,9.411916968845247,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.33299999999999996,NA,NA
HUN,2015,0,0,0,0.607278912,70.5,12717.038597002029,0.616,0.71,0.715,-0,1.227,0.878,0.698,0,NA,9.450697995087465,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.384,NA,NA
HUN,2016,0,0,0,0.588323375,70.779,13035.352859090895,0.607,0.701,0.714,-0,1.762,0.879,0.708,0,NA,9.475420396127097,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.393,NA,NA
HUN,2017,1,1,0,0.564987658,71.062,13628.4044885706,0.559,0.716,1.024,0.088,2.006,0.856,0.708,0,NA,9.519911459039733,Hungary_15,1,Hungary_15,1,Hungary_15,1,1,HUN_2006_2024,0.44099999999999995,NA,NA
IDN,2007,0,0,0,-0.587519537,47.535,2377.2549929708084,0.709,0.435,1.264,0.735,0.809,0.773,0.604,0,NA,7.773701736731075,Indonesia_7,1,Indonesia_7,1,Indonesia_7,1,0,NA,0.29100000000000004,0.3479570836796768,0.02365181685944643
IDN,2008,0,0,0,-0.587227953,48.335,2487.611296607031,0.711,0.435,1.264,0.735,0.809,0.774,0.608,0,NA,7.819078210386424,Indonesia_7,1,Indonesia_7,1,Indonesia_7,1,0,IDN_2009_2024,0.28900000000000003,0.3418678051960616,0.03612415610402715
IDN,2009,0,0,0,-0.590030581,49.134,2569.874212612784,0.69,0.435,1.264,0.735,0.809,0.782,0.612,0,NA,7.8516122321827995,Indonesia_7,1,Indonesia_7,1,Indonesia_7,1,1,IDN_2009_2024,0.31000000000000005,0.3529438380970191,0.022767655632559444
IDN,2010,0,0,0,-0.570347339,49.914,2695.8681700721445,0.688,0.457,1.264,0.735,0.809,0.792,0.607,0,NA,7.899475572495442,Indonesia_7,1,Indonesia_7,1,Indonesia_7,1,1,IDN_2009_2024,0.31200000000000006,0.33651669505664855,0.029336491515053274
IDN,2011,0,0,0,-0.768590923,50.595,2826.480440723476,0.688,0.457,1.264,0.735,0.809,0.794,0.61,0,NA,7.946787556128012,Indonesia_7,1,Indonesia_7,1,Indonesia_7,1,1,IDN_2009_2024,0.31200000000000006,NA,NA
IDN,2012,0,0,0,-0.826138175,51.276,2959.514478166795,0.689,0.457,1.264,0.735,0.809,0.789,0.614,0,NA,7.9927805062177475,Indonesia_7,1,Indonesia_7,1,Indonesia_7,1,1,IDN_2009_2024,0.31100000000000005,NA,NA
IDN,2013,0,0,0,-0.905615218,51.955,3086.323116952238,0.678,0.47,1.264,0.735,0.809,0.782,0.625,0,NA,8.034735731574298,Indonesia_7,1,Indonesia_7,1,Indonesia_7,1,1,IDN_2009_2024,0.32199999999999995,NA,NA
IND,2012,1,0,1,-1.110215134,31.634,1337.4761107382628,0.66,0.27,0.847,0.568,-1.682,0.731,0.566,0,NA,7.198539617480379,India_19,1,India_19,1,India_19,1,1,IND_2000_2024,0.33999999999999997,NA,NA
IND,2013,1,0,1,-1.277965585,32.003,1404.545346470648,0.658,0.28,0.728,0.568,-1.625,0.749,0.566,0,NA,7.247468932581054,India_19,1,India_19,1,India_19,1,1,IND_2000_2024,0.34199999999999997,NA,NA
IND,2014,1,0,1,-1.382543036,32.384,1490.0285076296348,0.622,0.275,0.773,0.784,-1.228,0.725,0.554,0,NA,7.306550531393817,India_19,1,India_19,1,India_19,1,1,IND_2000_2024,0.378,NA,NA
IND,2015,1,0,1,-1.479550746,32.777,1590.174331342972,0.546,0.274,0.28,0.782,-1.228,0.673,0.619,0,NA,7.371598931558064,India_19,1,India_19,1,India_19,1,1,IND_2000_2024,0.45399999999999996,NA,NA
IND,2016,1,1,1,-1.577492571,33.182,1701.1842376470752,0.526,0.29,0.439,0.866,-1.169,0.64,0.619,0,NA,7.43907989790455,India_19,1,India_19,1,India_19,1,1,IND_2000_2024,0.474,NA,NA
IND,2017,1,1,1,-1.679094167,33.6,1795.9118496796978,0.481,0.293,0.485,0.793,-1.169,0.623,0.619,0,NA,7.493268166187509,India_19,1,India_19,1,India_19,1,1,IND_2000_2024,0.519,NA,NA
IRQ,2009,1,1,1,-0.274684497,68.98,3739.4554455080624,0.431,0.437,1.297,1.138,0.536,0.493,0.796,1,6.722,8.226695277002129,Iraq_11,1,Iraq_11,0,Iraq_11,0,0,NA,0.569,0.278191079506572,0.025017451842903653
IRQ,2010,1,0,1,-0.23270522,69.103,3854.688356260855,0.421,0.458,1.868,1.77,0.504,0.485,0.801,1,6.78,8.257045441292712,Iraq_11,1,Iraq_11,0,Iraq_11,0,0,NA,0.579,0.26911614674532414,0
IRQ,2011,1,1,1,-0.196223436,69.268,4003.0525990581727,0.415,0.458,2.643,2.845,0.682,0.485,0.801,1,NA,8.294812498815856,Iraq_11,1,Iraq_11,0,Iraq_11,0,0,NA,0.585,NA,NA
IRQ,2012,1,1,1,-0.244204641,69.432,4360.745624246182,0.414,0.432,2.19,2.156,0.505,0.482,0.801,1,NA,8.38039833645709,Iraq_11,1,Iraq_11,0,Iraq_11,0,0,NA,0.5860000000000001,NA,NA
KOR,2008,0,0,0,0.141652607,81.733,23887.0595538423,0.77,0.96,1.567,0.991,-0.365,0.897,0.215,0,12.824,10.081092150025523,South Korea_17,1,South Korea_17,1,South Korea_17,1,1,KOR_2008_2013,0.22999999999999998,0.4474048588404927,0.023019581799176552
KOR,2009,0,0,0,0.136838297,81.835,23952.813219106883,0.768,0.96,0.773,0.581,-0.365,0.896,0.215,0,12.912,10.083841058116572,South Korea_17,1,South Korea_17,1,South Korea_17,1,1,KOR_2008_2013,0.23199999999999998,0.45378891229417323,0.011659180572999034
KOR,2010,0,0,0,0.137425442,81.936,25455.61748436576,0.769,0.96,0.689,0.397,-0.365,0.897,0.215,0,13,10.144691723923412,South Korea_17,1,South Korea_17,1,South Korea_17,1,1,KOR_2008_2013,0.23099999999999998,0.43595613340369216,0
KOR,2011,0,0,0,0.320401356,81.923,26191.64426154209,0.769,0.96,0.689,0.613,-0.365,0.897,0.215,0,NA,10.173195717567783,South Korea_17,1,South Korea_17,1,South Korea_17,1,1,KOR_2008_2013,0.23099999999999998,NA,NA
KOR,2012,0,0,0,0.345224675,81.851,26680.275444870527,0.756,0.96,0.87,0.399,-0.365,0.897,0.278,0,NA,10.191679823996902,South Korea_17,1,South Korea_17,1,South Korea_17,1,1,KOR_2008_2013,0.244,NA,NA
KOR,2013,0,0,0,0.356937785,81.779,27399.6159477521,0.718,0.962,0.349,0.309,-0.214,0.886,0.336,0,NA,10.218284275772533,South Korea_17,1,South Korea_17,1,South Korea_17,1,1,KOR_2008_2013,0.28200000000000003,NA,NA
KOR,2014,0,0,0,0.381179375,81.707,28100.0102759544,0.71,0.962,0.665,0.404,-0.214,0.881,0.336,0,NA,10.243525221014098,South Korea_17,1,South Korea_17,1,South Korea_17,1,0,NA,0.29000000000000004,NA,NA
KOR,2015,1,1,0,0.408611471,81.634,28737.439170649883,0.714,0.962,0.665,0.496,-0.214,0.886,0.385,0,NA,10.2659560523454,South Korea_17,1,South Korea_17,1,South Korea_17,1,0,NA,0.28600000000000003,NA,NA
KOR,2016,1,1,0,0.49084766,81.562,29467.12434255605,0.729,0.962,2.644,2.906,0.857,0.886,0.385,0,NA,10.291030491824202,South Korea_17,1,South Korea_17,1,South Korea_17,1,0,NA,0.271,NA,NA
KWT,1986,0,0,0,NA,97.917,19085.21242547823,0.089,0.865,-0.441,-1.338,-1.393,0.548,0.554,1,NA,9.8566690956114,Kuwait_5,1,Kuwait_5,1,Kuwait_5,1,1,KWT_1986_1986,0.911,NA,NA
LBR,1980,0,0,0,NA,35.167,2787.823298105565,0.123,0.215,1.219,0.746,1.277,0.286,0.87,1,2.155,7.933016390426216,Liberia_7,1,Liberia_7,1,Liberia_7,1,1,LBR_1980_1981,0.877,NA,NA
LBR,1981,0,0,0,NA,36.163,2649.3819295904023,0.092,0.21,1.219,0.746,1.277,0.247,0.87,1,2.232,7.882081657660132,Liberia_7,1,Liberia_7,1,Liberia_7,1,1,LBR_1980_1981,0.908,NA,NA
LBR,2000,1,0,1,NA,44.331,763.4268725287566,0.342,0.132,0.092,-0.849,0.43,0.325,0.863,1,3.485,6.637817340803396,Liberia_11,1,Liberia_11,1,Liberia_11,1,0,NA,0.6579999999999999,NA,NA
LBR,2001,1,0,1,NA,44.673,762.946664857397,0.341,0.132,0.092,-0.849,0.43,0.324,0.863,1,3.694,6.637188126950507,Liberia_11,1,Liberia_11,1,Liberia_11,1,0,NA,0.659,NA,NA
LBR,2002,1,0,1,NA,45.017,771.2349664331675,0.341,0.132,0.092,-0.849,0.43,0.314,0.863,1,3.903,6.6479930825604665,Liberia_11,1,Liberia_11,1,Liberia_11,1,0,LBR_2003_2004,0.659,NA,NA
LBR,2003,1,0,1,NA,45.361,534.4539526808895,0.306,0.132,0.092,-0.484,0.43,0.344,0.863,1,4.112,6.281245576484335,Liberia_11,1,Liberia_11,1,Liberia_11,1,1,LBR_2003_2004,0.694,NA,NA
LBR,2004,0,0,0,NA,45.706,541.9086735908685,0.24,0.15,-0.962,-0.858,0.298,0.775,0.784,1,4.321,6.2950974883322734,Liberia_11,1,Liberia_11,1,Liberia_11,1,1,LBR_2003_2004,0.76,NA,NA
LBY,2014,1,0,1,-1.110018606,79.009,8057.299539815968,0.28,0.301,2.225,1.665,1.231,0.39,0.664,1,NA,8.994333734672818,Libya_5,1,Libya_5,1,Libya_5,1,1,LBY_2014_2024,0.72,NA,NA
LBY,2015,1,0,1,-1.110481939,79.27,7867.51493141091,0.284,0.37,2.135,1.404,1.267,0.381,0.62,1,NA,8.970497526796425,Libya_5,1,Libya_5,1,Libya_5,1,1,LBY_2014_2024,0.716,NA,NA
LBY,2016,1,0,1,-1.103697396,79.54,7639.231896426527,0.284,0.37,2.135,1.404,1.18,0.379,0.679,1,NA,8.941052339989424,Libya_5,1,Libya_5,1,Libya_5,1,1,LBY_2014_2024,0.716,NA,NA
LBY,2017,1,0,1,-1.113853814,79.817,9968.91507857088,0.273,0.332,2.135,1.404,1.326,0.336,0.587,1,NA,9.207227038436002,Libya_5,1,Libya_5,1,Libya_5,1,1,LBY_2014_2024,0.727,NA,NA
LKA,2005,1,0,1,-0.09352121,18.303,2332.652317903205,0.432,0.714,-0.052,-0.053,-1.079,0.547,0.649,0,7.181,7.754761233013056,Sri Lanka_15,1,Sri Lanka_15,1,Sri Lanka_15,1,1,LKA_2004_2006,0.5680000000000001,NA,NA
LKA,2006,1,0,1,0.045219606,18.288,2486.647621748515,0.378,0.748,-0.052,-0.053,-1.079,0.511,0.649,0,7.229,7.818690745686098,Sri Lanka_15,1,Sri Lanka_15,1,Sri Lanka_15,1,1,LKA_2004_2006,0.622,NA,NA
LKA,2007,1,0,1,0.182410586,18.272,2628.1568031565016,0.373,0.748,-0.052,-0.053,-1.079,0.459,0.649,0,7.277,7.874038044170236,Sri Lanka_15,1,Sri Lanka_15,1,Sri Lanka_15,1,0,NA,0.627,NA,NA
LSO,1995,0,0,0,NA,16.955,647.5183772543699,0.315,0.72,0.973,1.138,1.743,0.746,0.328,1,4.861,6.473147175030966,Lesotho_3,1,Lesotho_3,1,Lesotho_3,1,1,LSO_1994_1995,0.685,NA,NA
LSO,1996,0,0,0,NA,17.571,676.4091986917355,0.315,0.72,0.973,1.138,1.743,0.746,0.328,1,4.955,6.516798216417073,Lesotho_3,1,Lesotho_3,1,Lesotho_3,1,0,NA,0.685,NA,NA
LSO,1997,1,1,0,NA,18.049,695.2443664344739,0.315,0.72,0.973,1.138,2.223,0.746,0.328,1,5.048,6.544263390146292,Lesotho_3,1,Lesotho_3,1,Lesotho_3,1,0,NA,0.685,NA,NA
LSO,2015,0,0,0,-0.421343949,26.908,1113.8368345361157,0.597,0.782,0.525,0.687,1.381,0.708,0.481,0,NA,7.015565941659295,Lesotho_11,1,Lesotho_11,1,Lesotho_11,1,1,LSO_2015_2017,0.403,NA,NA
LSO,2016,0,0,0,-0.428884216,27.317,1140.3878736209658,0.582,0.782,0.525,0.687,1.381,0.676,0.459,0,NA,7.039123723538423,Lesotho_11,1,Lesotho_11,1,Lesotho_11,1,1,LSO_2015_2017,0.41800000000000004,NA,NA
