ISO3,Year,any_campaign,any_nonviolent,any_violent,SupDem_trim,wdi_popurb,wdi_gdpcapcon2015,v2x_polyarchy,v2xeg_eqdr,v2cagenmob,v2cademmob,v2caautmob,v2x_civlib,v2x_execorr,e_boix_regime,e_peaveduc,log_gdpcapcon2015,auto_period_id,auto_period01,auto_period_id005,auto_period005,auto_period_id01ci,auto_period01ci,ert_aut_ep,ert_aut_ep_id,edi_autocracy,Emancipative_valuesWIK2015,Emancipative_valuesWIK2015_sd
BGD,2015,0,0,0,0.675965918,34.308,1236.4354555045988,0.271,0.185,0.198,0.503,0.841,0.465,0.79,1,NA,7.119987886249744,Bangladesh_9,1,Bangladesh_9,1,Bangladesh_9,1,1,BGD_2011_2024,0.729,NA,NA
BGD,2016,0,0,0,0.677279345,35.083,1308.188406411629,0.269,0.185,-0.34,0.503,0.841,0.461,0.79,1,NA,7.176398563243254,Bangladesh_9,1,Bangladesh_9,1,Bangladesh_9,1,1,BGD_2011_2024,0.731,NA,NA
BGD,2017,0,0,0,0.677107294,35.858,1377.083561626552,0.264,0.142,-0.34,0.503,0.841,0.439,0.81,1,NA,7.227723180712123,Bangladesh_9,1,Bangladesh_9,1,Bangladesh_9,1,1,BGD_2011_2024,0.736,NA,NA
BGR,2017,0,0,0,-0.74559194,74.669,7601.438474005965,0.624,0.749,-0.234,0.746,0.081,0.85,0.403,0,NA,8.93609278126009,Bulgaria_19,1,Bulgaria_19,1,Bulgaria_19,1,0,NA,0.376,NA,NA
BHR,2011,1,1,0,-0.491096597,88.695,21879.183341525248,0.17,0.741,3.868,4.059,3.393,0.185,0.674,1,NA,9.993290931411796,Bahrain_3,1,Bahrain_3,1,Bahrain_3,1,0,NA,0.83,NA,NA
BHR,2012,1,1,0,-0.609092639,88.762,22456.56435539296,0.159,0.74,2.64,2.101,3.143,0.191,0.687,1,NA,10.01933824933409,Bahrain_3,1,Bahrain_3,1,Bahrain_3,1,0,NA,0.841,NA,NA
BHR,2013,1,1,0,-0.719408501,88.835,22983.75373560596,0.158,0.74,2.256,2.101,2.716,0.194,0.687,1,NA,10.042542886000522,Bahrain_3,1,Bahrain_3,1,Bahrain_3,1,0,NA,0.842,NA,NA
BHR,2014,1,1,0,-0.83190833,88.915,23078.882145246844,0.156,0.74,1.665,2.101,2.435,0.198,0.687,1,NA,10.046673285534295,Bahrain_3,1,Bahrain_3,1,Bahrain_3,1,0,NA,0.844,NA,NA
BHR,2015,1,1,0,-0.834791668,88.999,22850.6653959938,0.134,0.74,1.496,1.916,2.259,0.222,0.687,1,NA,10.03673551607315,Bahrain_3,1,Bahrain_3,1,Bahrain_3,1,0,NA,0.866,NA,NA
BHR,2016,1,1,0,-0.833040243,89.09,22847.34603537302,0.13,0.74,0.476,0.711,1.813,0.219,0.687,1,NA,10.036590242328291,Bahrain_3,1,Bahrain_3,1,Bahrain_3,1,0,NA,0.87,NA,NA
BHR,2017,1,1,0,-0.823390317,89.186,22950.212141415945,0.122,0.794,0.544,0.865,0.811,0.203,0.687,1,NA,10.04108245908065,Bahrain_3,1,Bahrain_3,1,Bahrain_3,1,0,NA,0.878,NA,NA
BLR,1995,0,0,0,-1.249225522,67.926,1886.487655007038,0.496,0.894,0.81,1.611,-0.734,0.753,0.74,1,9.697,7.542471995522385,Belarus_1,1,Belarus_1,1,Belarus_1,1,1,BLR_1995_2001,0.504,0.36498339703040217,0.022421676488062543
BLR,1996,0,0,0,-1.147597395,68.308,1945.8494987472368,0.442,0.893,1.514,2.011,-0.602,0.624,0.74,1,9.729,7.573453920981894,Belarus_1,1,Belarus_1,1,Belarus_1,1,1,BLR_1995_2001,0.558,0.35606166557484,0
BLR,1997,0,0,0,-0.895641474,68.687,2176.704154226064,0.366,0.893,1.014,0.688,-1.773,0.647,0.701,1,9.762,7.685567155916266,Belarus_1,1,Belarus_1,1,Belarus_1,1,1,BLR_1995_2001,0.634,0.3707460871745048,0.05270972957423143
BLR,1998,0,0,0,-0.662662837,69.064,2370.1993190257595,0.344,0.893,-0.212,0.265,-1.773,0.634,0.701,1,9.794,7.770729331447649,Belarus_1,1,Belarus_1,1,Belarus_1,1,1,BLR_1995_2001,0.656,0.3734011084945358,0.03599008950545011
BLR,1999,0,0,0,-0.657105745,69.482,2461.8402014150915,0.328,0.893,0.743,0.538,-1.773,0.471,0.701,1,9.827,7.80866439863267,Belarus_1,1,Belarus_1,1,Belarus_1,1,1,BLR_1995_2001,0.6719999999999999,0.37611376163254195,0.029060715812819035
BLR,2000,0,0,0,-0.639942428,69.973,2616.9271820746158,0.297,0.893,0.153,0.249,-1.773,0.487,0.701,1,9.86,7.86975607718109,Belarus_1,1,Belarus_1,1,Belarus_1,1,1,BLR_1995_2001,0.7030000000000001,0.41188684786678087,0
BLR,2001,0,0,0,-0.70306743,70.458,2754.6794075515886,0.246,0.893,0.368,0.292,-1.778,0.602,0.701,1,9.894,7.921056347320906,Belarus_1,1,Belarus_1,1,Belarus_1,1,1,BLR_1995_2001,0.754,0.35086201622986996,0.02002839577776621
BLR,2002,0,0,0,-0.756592748,70.939,2912.1391533393016,0.242,0.893,-0.211,-0.151,-1.846,0.59,0.701,1,9.929,7.976643194349064,Belarus_1,1,Belarus_1,1,Belarus_1,1,0,NA,0.758,0.3600901218349688,0.014625205493797762
BLR,2003,0,0,0,-0.827413172,71.415,3139.138008459004,0.241,0.893,-0.211,-0.151,-1.846,0.581,0.701,1,9.963,8.051703521615853,Belarus_1,1,Belarus_1,1,Belarus_1,1,0,NA,0.759,0.3807221703834004,0.017076048878411704
BLR,2004,0,0,0,-0.88807803,71.887,3522.508950519237,0.241,0.893,-0.094,0.024,-0.985,0.579,0.701,1,9.998,8.166928784726098,Belarus_1,1,Belarus_1,1,Belarus_1,1,0,NA,0.759,0.36657809866869817,0.03278364992340283
BLR,2005,0,0,0,-0.852445464,72.354,3880.035409934236,0.233,0.893,0.162,0.024,-1.834,0.588,0.701,1,10.032,8.263599558847385,Belarus_1,1,Belarus_1,1,Belarus_1,1,0,NA,0.767,0.3834897663477781,0.03949356883547675
BLR,2006,1,1,0,-0.81239519,72.816,4294.2519544298375,0.227,0.893,1.151,1.223,-1.767,0.569,0.701,1,10.067,8.365032652644198,Belarus_1,1,Belarus_1,1,Belarus_1,1,0,NA,0.773,0.3622005424552071,0.03951092354780244
BOL,2013,0,0,0,-0.152408103,67.699,2777.7205324093675,0.661,0.407,0.654,1.296,-0.774,0.833,0.645,0,NA,7.929385917969136,Bolivia_29,1,Bolivia_29,1,Bolivia_29,1,1,BOL_2006_2020,0.33899999999999997,NA,NA
BOL,2014,0,0,0,-0.081153327,68.047,2882.806896136382,0.646,0.411,0.654,0.598,-0.774,0.833,0.65,0,NA,7.966519715213507,Bolivia_29,1,Bolivia_29,1,Bolivia_29,1,1,BOL_2006_2020,0.354,NA,NA
BOL,2015,0,0,0,-0.098944219,68.393,2975.648811430626,0.617,0.385,0.787,0.598,-0.774,0.842,0.67,0,NA,7.9982173820778675,Bolivia_29,1,Bolivia_29,1,Bolivia_29,1,1,BOL_2006_2020,0.383,NA,NA
BRA,2015,1,1,0,-0.704901677,85.77,8783.2154236384,0.863,0.542,1.005,0.417,0.247,0.862,0.578,0,NA,9.0805978409576,Brazil_17,1,Brazil_17,1,Brazil_17,1,1,BRA_2015_2021,0.137,NA,NA
BRA,2016,1,1,0,-0.946217428,86.042,8426.843220688852,0.782,0.479,1.745,1.985,1.183,0.838,0.635,0,NA,9.03917751119545,Brazil_17,1,Brazil_17,1,Brazil_17,1,1,BRA_2015_2021,0.21799999999999997,NA,NA
BRA,2017,0,0,0,-1.001173772,86.309,8470.940603787212,0.778,0.473,1.19,0.812,0.776,0.821,0.638,0,NA,9.044396832694916,Brazil_17,1,Brazil_17,1,Brazil_17,1,1,BRA_2015_2021,0.22199999999999998,NA,NA
CAF,2003,1,0,1,NA,37.884,426.15958084043206,0.246,0.305,1.076,2.503,0.972,0.516,0.763,1,2.82,6.054813879035029,Central African Republic_5,1,Central African Republic_5,1,Central African Republic_5,1,1,CAF_2003_2004,0.754,NA,NA
CAF,2004,1,0,1,NA,37.966,442.0152360506393,0.22,0.273,0.188,1.097,0.972,0.462,0.827,1,2.854,6.091344352186401,Central African Republic_5,1,Central African Republic_5,1,Central African Republic_5,1,1,CAF_2003_2004,0.78,NA,NA
CIV,1998,0,0,0,NA,42.342,1900.213380904663,0.392,0.265,1.138,0.843,0.964,0.717,0.8,1,NA,7.549721464588011,Ivory Coast_7,1,Ivory Coast_7,1,Ivory Coast_7,1,0,NA,0.608,NA,NA
CIV,1999,0,0,0,NA,42.741,1865.123050912996,0.388,0.257,1.669,0.843,1.268,0.71,0.813,1,NA,7.5310823089432155,Ivory Coast_7,1,Ivory Coast_7,1,Ivory Coast_7,1,0,CIV_2000_2000,0.612,NA,NA
CIV,2000,1,1,0,NA,43.155,1809.920800719703,0.274,0.242,2.481,2.086,1.88,0.729,0.638,1,NA,7.501038366794076,Ivory Coast_7,1,Ivory Coast_7,1,Ivory Coast_7,1,1,CIV_2000_2000,0.726,NA,NA
COG,1994,1,0,1,NA,55.996,2072.839196562714,0.449,0.226,-0.225,-0.454,0.699,0.571,0.642,1,NA,7.636674539027964,Republic of the Congo_5,1,Republic of the Congo_5,1,Republic of the Congo_5,1,1,COG_1994_1998,0.5509999999999999,NA,NA
COG,1995,1,0,1,NA,56.413,2098.000776601852,0.449,0.226,-0.225,-0.454,0.699,0.571,0.642,1,NA,7.648740159119116,Republic of the Congo_5,1,Republic of the Congo_5,1,Republic of the Congo_5,1,1,COG_1994_1998,0.5509999999999999,NA,NA
COG,1996,1,0,1,NA,56.832,2130.3075296874936,0.449,0.226,-0.225,-0.454,0.699,0.571,0.642,1,NA,7.664021628416636,Republic of the Congo_5,1,Republic of the Congo_5,1,Republic of the Congo_5,1,1,COG_1994_1998,0.5509999999999999,NA,NA
COG,1997,1,0,1,NA,57.299,2073.96408228555,0.246,0.158,-0.701,0.433,0.699,0.347,0.833,1,NA,7.637217070551543,Republic of the Congo_5,1,Republic of the Congo_5,1,Republic of the Congo_5,1,1,COG_1994_1998,0.754,NA,NA
COG,1998,1,0,1,NA,57.766,2105.9699756745786,0.164,0.218,-1.018,-0.581,0.699,0.348,0.833,1,NA,7.652531436027518,Republic of the Congo_5,1,Republic of the Congo_5,1,Republic of the Congo_5,1,1,COG_1994_1998,0.836,NA,NA
COG,1999,1,0,1,NA,58.231,1997.527501276469,0.164,0.218,-0.851,-0.581,0.699,0.348,0.833,1,NA,7.599665445393699,Republic of the Congo_5,1,Republic of the Congo_5,1,Republic of the Congo_5,1,0,NA,0.836,NA,NA
COG,2000,1,0,1,NA,58.695,2068.3839129759003,0.161,0.218,-1.171,-0.581,0.699,0.339,0.833,1,NA,7.634522862970984,Republic of the Congo_5,1,Republic of the Congo_5,1,Republic of the Congo_5,1,0,NA,0.839,NA,NA
COM,1996,0,0,0,NA,28.257,1096.607184910415,0.322,0.356,-1.8,0.385,0.15,0.58,0.752,1,NA,6.999976314936825,Comoros_7,1,Comoros_7,1,Comoros_7,1,0,NA,0.6779999999999999,NA,NA
COM,1998,1,0,1,NA,28.168,1106.903299863482,0.442,0.356,-0.625,-0.27,-0.198,0.587,0.752,1,NA,7.009321575562924,Comoros_9,1,Comoros_9,1,Comoros_9,1,0,COM_1999_2000,0.558,NA,NA
COM,1999,1,0,1,NA,28.124,1105.7366886907978,0.305,0.356,-1.194,-0.27,-0.198,0.602,0.752,1,NA,7.008267078413075,Comoros_9,1,Comoros_9,1,Comoros_9,1,1,COM_1999_2000,0.6950000000000001,NA,NA
COM,2000,1,0,1,NA,28.08,1202.1313836402746,0.225,0.356,-1.72,-0.153,-0.317,0.607,0.73,1,NA,7.091851413315125,Comoros_9,1,Comoros_9,1,Comoros_9,1,1,COM_1999_2000,0.775,NA,NA
COM,2001,0,0,0,NA,28.036,1205.5091825287864,0.229,0.356,-1.293,-0.153,-0.317,0.611,0.654,1,NA,7.094657314787392,Comoros_9,1,Comoros_9,1,Comoros_9,1,0,NA,0.771,NA,NA
DZA,1992,1,0,1,NA,53.657,3440.459383366625,0.188,0.708,2.103,2.7,2.623,0.434,0.57,1,5.306,8.143360283127892,Algeria_7,1,Algeria_7,1,Algeria_7,1,1,DZA_1992_1993,0.812,0.2737608792364118,0.018926496403671274
ECU,2007,0,0,0,-0.514072308,62.104,4740.758989135283,0.671,0.535,0.445,-1.583,-1.84,0.882,0.608,0,8.408,8.46395252616074,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,1,ECU_2007_2013,0.32899999999999996,NA,NA
ECU,2008,0,0,0,-0.625471806,62.3,4966.619295259502,0.632,0.582,0.445,-1.583,-1.84,0.863,0.604,0,8.465,8.510494665352741,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,1,ECU_2007_2013,0.368,NA,NA
ECU,2009,0,0,0,-0.650618897,62.495,4937.038397013901,0.612,0.623,0.179,-0.52,-1.641,0.853,0.604,0,8.522,8.504520915626614,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,1,ECU_2007_2013,0.388,NA,NA
ECU,2010,0,0,0,-0.245700101,62.69,5051.38961980715,0.588,0.616,-0.085,-1.805,-1.203,0.83,0.615,0,8.579,8.527418656655508,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,1,ECU_2007_2013,0.41200000000000003,NA,NA
ECU,2011,0,0,0,-0.210938878,62.851,5390.584367393069,0.587,0.616,-0.304,-1.805,-1.203,0.827,0.615,0,NA,8.592409074982392,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,1,ECU_2007_2013,0.41300000000000003,NA,NA
ECU,2012,0,0,0,-0.447397247,62.988,5611.680474809108,0.589,0.618,0.084,-1.577,-0.799,0.829,0.615,0,NA,8.632605503537482,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,1,ECU_2007_2013,0.41100000000000003,NA,NA
ECU,2013,0,0,0,-0.262021309,63.125,5924.858872647472,0.541,0.618,0.084,-1.577,-0.799,0.798,0.642,0,NA,8.686912146757203,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,1,ECU_2007_2013,0.45899999999999996,NA,NA
ECU,2014,0,0,0,-0.247802196,63.261,6084.307647156554,0.54,0.616,-0.276,-1.784,-1.235,0.799,0.642,0,NA,8.713468218694516,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,0,NA,0.45999999999999996,NA,NA
ECU,2015,1,1,0,0.008951055,63.398,6002.108311102401,0.534,0.616,-0.054,-1.784,-1.235,0.801,0.642,0,NA,8.69986607167261,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,0,NA,0.46599999999999997,NA,NA
ECU,2016,1,1,0,0.093082288,63.534,5872.459719533054,0.543,0.616,-0.171,-1.784,-0.789,0.805,0.642,0,NA,8.678028857341056,Ecuador_19,1,Ecuador_19,1,Ecuador_19,1,0,NA,0.45699999999999996,NA,NA
